Date,ES_95,ES_99
2012-11-12,-10976.810832238536,-14391.604544379035
2012-11-13,-10976.810832238536,-14391.604544379035
2012-11-14,-10976.810832238536,-14391.604544379035
2012-11-15,-10976.810832238536,-14391.604544379035
2012-11-16,-10976.810832238536,-14391.604544379035
2012-11-19,-10930.997003141512,-14391.604544379035
2012-11-20,-10651.746445712217,-14391.604544379035
2012-11-21,-10651.746445712217,-14391.604544379035
2012-11-23,-10157.683716454812,-13821.48276701245
2012-11-26,-10157.683716454812,-13821.48276701245
2012-11-27,-9846.484169721156,-13821.48276701245
2012-11-28,-9846.484169721156,-13821.48276701245
2012-11-29,-9846.484169721156,-13821.48276701245
2012-11-30,-9846.484169721156,-13821.48276701245
2012-12-03,-9846.484169721156,-13821.48276701245
2012-12-04,-9846.484169721156,-13821.48276701245
2012-12-05,-9846.484169721156,-13821.48276701245
2012-12-06,-9846.484169721156,-13821.48276701245
2012-12-07,-9846.484169721156,-13821.48276701245
2012-12-10,-9846.484169721156,-13821.48276701245
2012-12-11,-9376.241070494445,-12760.855873693852
2012-12-12,-9376.241070494445,-12760.855873693852
2012-12-13,-9146.90992088397,-12621.13312339435
2012-12-14,-9146.90992088397,-12621.13312339435
2012-12-17,-9121.494652075507,-12621.13312339435
2012-12-18,-9121.494652075507,-12621.13312339435
2012-12-19,-9121.494652075507,-12621.13312339435
2012-12-20,-9121.494652075507,-12621.13312339435
2012-12-21,-9121.494652075507,-12621.13312339435
2012-12-24,-9121.494652075507,-12621.13312339435
2012-12-26,-9121.494652075507,-12621.13312339435
2012-12-27,-9121.494652075507,-12621.13312339435
2012-12-28,-9121.494652075507,-12621.13312339435
2012-12-31,-9079.104526825467,-12621.13312339435
2013-01-02,-9079.104526825467,-12621.13312339435
2013-01-03,-9079.104526825467,-12621.13312339435
2013-01-04,-9079.104526825467,-12621.13312339435
2013-01-07,-9079.104526825467,-12621.13312339435
2013-01-08,-9079.104526825467,-12621.13312339435
2013-01-09,-9079.104526825467,-12621.13312339435
2013-01-10,-9079.104526825467,-12621.13312339435
2013-01-11,-9079.104526825467,-12621.13312339435
2013-01-14,-9079.104526825467,-12621.13312339435
2013-01-15,-9079.104526825467,-12621.13312339435
2013-01-16,-9079.104526825467,-12621.13312339435
2013-01-17,-9079.104526825467,-12621.13312339435
2013-01-18,-9079.104526825467,-12621.13312339435
2013-01-22,-9079.104526825467,-12621.13312339435
2013-01-23,-9079.104526825467,-12621.13312339435
2013-01-24,-9079.104526825467,-12621.13312339435
2013-01-25,-9079.104526825467,-12621.13312339435
2013-01-28,-9079.104526825467,-12621.13312339435
2013-01-29,-9079.104526825467,-12621.13312339435
2013-01-30,-9079.104526825467,-12621.13312339435
2013-01-31,-9079.104526825467,-12621.13312339435
2013-02-01,-9079.104526825467,-12621.13312339435
2013-02-04,-9079.104526825467,-12621.13312339435
2013-02-05,-9079.104526825467,-12621.13312339435
2013-02-06,-9079.104526825467,-12621.13312339435
2013-02-07,-9079.104526825467,-12621.13312339435
2013-02-08,-9079.104526825467,-12621.13312339435
2013-02-11,-9079.104526825467,-12621.13312339435
2013-02-12,-9079.104526825467,-12621.13312339435
2013-02-13,-9079.104526825467,-12621.13312339435
2013-02-14,-9079.104526825467,-12621.13312339435
2013-02-15,-9079.104526825467,-12621.13312339435
2013-02-19,-9079.104526825467,-12621.13312339435
2013-02-20,-9384.903718772503,-12925.201959383674
2013-02-21,-9384.903718772503,-12925.201959383674
2013-02-22,-9384.903718772503,-12925.201959383674
2013-02-25,-9384.903718772503,-12925.201959383674
2013-02-26,-9384.903718772503,-12925.201959383674
2013-02-27,-9384.903718772503,-12925.201959383674
2013-02-28,-9384.903718772503,-12925.201959383674
2013-03-01,-9384.903718772503,-12925.201959383674
2013-03-04,-8964.83318892793,-12125.957325838355
2013-03-05,-8964.83318892793,-12125.957325838355
2013-03-06,-8964.83318892793,-12125.957325838355
2013-03-07,-8964.83318892793,-12125.957325838355
2013-03-08,-8816.340348887043,-12125.957325838355
2013-03-11,-8816.340348887043,-12125.957325838355
2013-03-12,-8816.340348887043,-12125.957325838355
2013-03-13,-8816.340348887043,-12125.957325838355
2013-03-14,-8816.340348887043,-12125.957325838355
2013-03-15,-8816.340348887043,-12125.957325838355
2013-03-18,-8555.6294417471,-12125.957325838355
2013-03-19,-8555.6294417471,-12125.957325838355
2013-03-20,-8555.6294417471,-12125.957325838355
2013-03-21,-8555.6294417471,-12125.957325838355
2013-03-22,-8555.6294417471,-12125.957325838355
2013-03-25,-8555.6294417471,-12125.957325838355
2013-03-26,-8555.6294417471,-12125.957325838355
2013-03-27,-8555.6294417471,-12125.957325838355
2013-03-28,-8555.6294417471,-12125.957325838355
2013-04-01,-8555.6294417471,-12125.957325838355
2013-04-02,-8555.6294417471,-12125.957325838355
2013-04-03,-8555.6294417471,-12125.957325838355
2013-04-04,-8555.6294417471,-12125.957325838355
2013-04-05,-8555.6294417471,-12125.957325838355
2013-04-08,-8267.825615045127,-11933.997702162038
2013-04-09,-8267.825615045127,-11933.997702162038
2013-04-10,-8267.825615045127,-11933.997702162038
2013-04-11,-8267.825615045127,-11933.997702162038
2013-04-12,-8267.825615045127,-11933.997702162038
2013-04-15,-9788.41809311714,-17468.041481775195
2013-04-16,-9788.41809311714,-17468.041481775195
2013-04-17,-9859.235477696606,-17468.041481775195
2013-04-18,-9859.235477696606,-17468.041481775195
2013-04-19,-9859.235477696606,-17468.041481775195
2013-04-22,-9859.235477696606,-17468.041481775195
2013-04-23,-9859.235477696606,-17468.041481775195
2013-04-24,-9859.235477696606,-17468.041481775195
2013-04-25,-9859.235477696606,-17468.041481775195
2013-04-26,-9859.235477696606,-17468.041481775195
2013-04-29,-9859.235477696606,-17468.041481775195
2013-04-30,-9859.235477696606,-17468.041481775195
2013-05-01,-9859.235477696606,-17468.041481775195
2013-05-02,-9859.235477696606,-17468.041481775195
2013-05-03,-9859.235477696606,-17468.041481775195
2013-05-06,-9859.235477696606,-17468.041481775195
2013-05-07,-9859.235477696606,-17468.041481775195
2013-05-08,-9749.486746964674,-17468.041481775195
2013-05-09,-9749.486746964674,-17468.041481775195
2013-05-10,-9749.486746964674,-17468.041481775195
2013-05-13,-9749.486746964674,-17468.041481775195
2013-05-14,-9749.486746964674,-17468.041481775195
2013-05-15,-9749.486746964674,-17468.041481775195
2013-05-16,-9749.486746964674,-17468.041481775195
2013-05-17,-9749.486746964674,-17468.041481775195
2013-05-20,-9749.486746964674,-17468.041481775195
2013-05-21,-9749.486746964674,-17468.041481775195
2013-05-22,-10007.22423060863,-17468.041481775195
2013-05-23,-10007.22423060863,-17468.041481775195
2013-05-24,-10007.22423060863,-17468.041481775195
2013-05-28,-10007.22423060863,-17468.041481775195
2013-05-29,-10007.22423060863,-17468.041481775195
2013-05-30,-10007.22423060863,-17468.041481775195
2013-05-31,-10469.983681613114,-18144.86555588486
2013-06-03,-10469.983681613114,-18144.86555588486
2013-06-04,-10471.803078628396,-18144.86555588486
2013-06-05,-10471.803078628396,-18144.86555588486
2013-06-06,-10471.803078628396,-18144.86555588486
2013-06-07,-10471.803078628396,-18144.86555588486
2013-06-10,-10471.803078628396,-18144.86555588486
2013-06-11,-10471.803078628396,-18144.86555588486
2013-06-12,-10536.657311860854,-18144.86555588486
2013-06-13,-10536.657311860854,-18144.86555588486
2013-06-14,-10536.657311860854,-18144.86555588486
2013-06-17,-10536.657311860854,-18144.86555588486
2013-06-18,-10536.657311860854,-18144.86555588486
2013-06-19,-10992.890510290812,-18176.804776133144
2013-06-20,-12557.888522715806,-23090.57667363406
2013-06-21,-12557.888522715806,-23090.57667363406
2013-06-24,-12604.3719815194,-23090.57667363406
2013-06-25,-11927.48605803021,-21944.855928310037
2013-06-26,-11927.48605803021,-21944.855928310037
2013-06-27,-11927.48605803021,-21944.855928310037
2013-06-28,-11927.48605803021,-21944.855928310037
2013-07-01,-11927.48605803021,-21944.855928310037
2013-07-02,-11927.48605803021,-21944.855928310037
2013-07-03,-11927.48605803021,-21944.855928310037
2013-07-05,-11927.48605803021,-21944.855928310037
2013-07-08,-11927.48605803021,-21944.855928310037
2013-07-09,-11927.48605803021,-21944.855928310037
2013-07-10,-11927.48605803021,-21944.855928310037
2013-07-11,-11927.48605803021,-21944.855928310037
2013-07-12,-11927.48605803021,-21944.855928310037
2013-07-15,-11927.48605803021,-21944.855928310037
2013-07-16,-11927.48605803021,-21944.855928310037
2013-07-17,-11927.48605803021,-21944.855928310037
2013-07-18,-11927.48605803021,-21944.855928310037
2013-07-19,-11927.48605803021,-21944.855928310037
2013-07-22,-11927.48605803021,-21944.855928310037
2013-07-23,-11927.48605803021,-21944.855928310037
2013-07-24,-11977.732980288254,-21944.855928310037
2013-07-25,-11977.732980288254,-21944.855928310037
2013-07-26,-11977.732980288254,-21944.855928310037
2013-07-29,-11977.732980288254,-21944.855928310037
2013-07-30,-11977.732980288254,-21944.855928310037
2013-07-31,-11977.732980288254,-21944.855928310037
2013-08-01,-11977.732980288254,-21944.855928310037
2013-08-02,-11977.732980288254,-21944.855928310037
2013-08-05,-11977.732980288254,-21944.855928310037
2013-08-06,-11977.732980288254,-21944.855928310037
2013-08-07,-11977.732980288254,-21944.855928310037
2013-08-08,-11977.732980288254,-21944.855928310037
2013-08-09,-11977.732980288254,-21944.855928310037
2013-08-12,-11977.732980288254,-21944.855928310037
2013-08-13,-11977.732980288254,-21944.855928310037
2013-08-14,-11977.732980288254,-21944.855928310037
2013-08-15,-12076.750607856975,-21944.855928310037
2013-08-16,-12076.750607856975,-21944.855928310037
2013-08-19,-12076.750607856975,-21944.855928310037
2013-08-20,-12076.750607856975,-21944.855928310037
2013-08-21,-12076.750607856975,-21944.855928310037
2013-08-22,-12076.750607856975,-21944.855928310037
2013-08-23,-12076.750607856975,-21944.855928310037
2013-08-26,-12076.750607856975,-21944.855928310037
2013-08-27,-12076.750607856975,-21944.855928310037
2013-08-28,-12076.750607856975,-21944.855928310037
2013-08-29,-12076.750607856975,-21944.855928310037
2013-08-30,-12076.750607856975,-21944.855928310037
2013-09-03,-12076.750607856975,-21944.855928310037
2013-09-04,-12076.750607856975,-21944.855928310037
2013-09-05,-12076.750607856975,-21944.855928310037
2013-09-06,-12076.750607856975,-21944.855928310037
2013-09-09,-12076.750607856975,-21944.855928310037
2013-09-10,-12076.750607856975,-21944.855928310037
2013-09-11,-12076.750607856975,-21944.855928310037
2013-09-12,-12076.750607856975,-21944.855928310037
2013-09-13,-12076.750607856975,-21944.855928310037
2013-09-16,-12076.750607856975,-21944.855928310037
2013-09-17,-12076.750607856975,-21944.855928310037
2013-09-18,-12076.750607856975,-21944.855928310037
2013-09-19,-12076.750607856975,-21944.855928310037
2013-09-20,-12076.750607856975,-21944.855928310037
2013-09-23,-12076.750607856975,-21944.855928310037
2013-09-24,-12076.750607856975,-21944.855928310037
2013-09-25,-12076.750607856975,-21944.855928310037
2013-09-26,-12076.750607856975,-21944.855928310037
2013-09-27,-12076.750607856975,-21944.855928310037
2013-09-30,-12076.750607856975,-21944.855928310037
2013-10-01,-12076.750607856975,-21944.855928310037
2013-10-02,-12076.750607856975,-21944.855928310037
2013-10-03,-12076.750607856975,-21944.855928310037
2013-10-04,-12076.750607856975,-21944.855928310037
2013-10-07,-12076.750607856975,-21944.855928310037
2013-10-08,-12076.750607856975,-21944.855928310037
2013-10-09,-12076.750607856975,-21944.855928310037
2013-10-10,-12076.750607856975,-21944.855928310037
2013-10-11,-12076.750607856975,-21944.855928310037
2013-10-14,-12076.750607856975,-21944.855928310037
2013-10-15,-12076.750607856975,-21944.855928310037
2013-10-16,-12076.750607856975,-21944.855928310037
2013-10-17,-12076.750607856975,-21944.855928310037
2013-10-18,-12076.750607856975,-21944.855928310037
2013-10-21,-12076.750607856975,-21944.855928310037
2013-10-22,-12076.750607856975,-21944.855928310037
2013-10-23,-12009.671161051714,-21944.855928310037
2013-10-24,-12009.671161051714,-21944.855928310037
2013-10-25,-12009.671161051714,-21944.855928310037
2013-10-28,-12009.671161051714,-21944.855928310037
2013-10-29,-12009.671161051714,-21944.855928310037
2013-10-30,-12009.671161051714,-21944.855928310037
2013-10-31,-12009.671161051714,-21944.855928310037
2013-11-01,-12009.671161051714,-21944.855928310037
2013-11-04,-11899.15788541056,-21944.855928310037
2013-11-05,-11899.15788541056,-21944.855928310037
2013-11-06,-11899.15788541056,-21944.855928310037
2013-11-07,-11757.102521037375,-21944.855928310037
2013-11-08,-11757.102521037375,-21944.855928310037
2013-11-11,-11757.102521037375,-21944.855928310037
2013-11-12,-11757.102521037375,-21944.855928310037
2013-11-13,-11757.102521037375,-21944.855928310037
2013-11-14,-11696.838896509063,-21944.855928310037
2013-11-15,-11696.838896509063,-21944.855928310037
2013-11-18,-11696.838896509063,-21944.855928310037
2013-11-19,-11696.838896509063,-21944.855928310037
2013-11-20,-11894.328346665483,-21944.855928310037
2013-11-21,-11894.328346665483,-21944.855928310037
2013-11-22,-11894.328346665483,-21944.855928310037
2013-11-25,-11894.328346665483,-21944.855928310037
2013-11-26,-11894.328346665483,-21944.855928310037
2013-11-27,-11894.328346665483,-21944.855928310037
2013-11-29,-11894.328346665483,-21944.855928310037
2013-12-02,-11909.68110130421,-21944.855928310037
2013-12-03,-11909.68110130421,-21944.855928310037
2013-12-04,-11909.68110130421,-21944.855928310037
2013-12-05,-11909.68110130421,-21944.855928310037
2013-12-06,-11909.68110130421,-21944.855928310037
2013-12-09,-11909.68110130421,-21944.855928310037
2013-12-10,-11909.68110130421,-21944.855928310037
2013-12-11,-12111.378884447518,-21944.855928310037
2013-12-12,-12111.378884447518,-21944.855928310037
2013-12-13,-12111.378884447518,-21944.855928310037
2013-12-16,-12111.378884447518,-21944.855928310037
2013-12-17,-12111.378884447518,-21944.855928310037
2013-12-18,-12111.378884447518,-21944.855928310037
2013-12-19,-12111.378884447518,-21944.855928310037
2013-12-20,-12111.378884447518,-21944.855928310037
2013-12-23,-12111.378884447518,-21944.855928310037
2013-12-24,-12111.378884447518,-21944.855928310037
2013-12-26,-12111.378884447518,-21944.855928310037
2013-12-27,-12111.378884447518,-21944.855928310037
2013-12-30,-12111.378884447518,-21944.855928310037
2013-12-31,-12111.378884447518,-21944.855928310037
2014-01-02,-12111.378884447518,-21944.855928310037
2014-01-03,-12111.378884447518,-21944.855928310037
2014-01-06,-12111.378884447518,-21944.855928310037
2014-01-07,-12111.378884447518,-21944.855928310037
2014-01-08,-12111.378884447518,-21944.855928310037
2014-01-09,-12111.378884447518,-21944.855928310037
2014-01-10,-12111.378884447518,-21944.855928310037
2014-01-13,-12111.378884447518,-21944.855928310037
2014-01-14,-12111.378884447518,-21944.855928310037
2014-01-15,-12111.378884447518,-21944.855928310037
2014-01-16,-12111.378884447518,-21944.855928310037
2014-01-17,-12111.378884447518,-21944.855928310037
2014-01-21,-12111.378884447518,-21944.855928310037
2014-01-22,-12111.378884447518,-21944.855928310037
2014-01-23,-12111.378884447518,-21944.855928310037
2014-01-24,-12363.282477731926,-21944.855928310037
2014-01-27,-12363.282477731926,-21944.855928310037
2014-01-28,-12363.282477731926,-21944.855928310037
2014-01-29,-12363.282477731926,-21944.855928310037
2014-01-30,-12363.282477731926,-21944.855928310037
2014-01-31,-12363.282477731926,-21944.855928310037
2014-02-03,-12488.979191510802,-21944.855928310037
2014-02-04,-12488.979191510802,-21944.855928310037
2014-02-05,-12488.979191510802,-21944.855928310037
2014-02-06,-12488.979191510802,-21944.855928310037
2014-02-07,-12488.979191510802,-21944.855928310037
2014-02-10,-12488.979191510802,-21944.855928310037
2014-02-11,-12488.979191510802,-21944.855928310037
2014-02-12,-12488.979191510802,-21944.855928310037
2014-02-13,-12488.979191510802,-21944.855928310037
2014-02-14,-12488.979191510802,-21944.855928310037
2014-02-18,-12488.979191510802,-21944.855928310037
2014-02-19,-12488.979191510802,-21944.855928310037
2014-02-20,-12249.853629811509,-21944.855928310037
2014-02-21,-12249.853629811509,-21944.855928310037
2014-02-24,-12249.853629811509,-21944.855928310037
2014-02-25,-12249.853629811509,-21944.855928310037
2014-02-26,-12249.853629811509,-21944.855928310037
2014-02-27,-12249.853629811509,-21944.855928310037
2014-02-28,-12249.853629811509,-21944.855928310037
2014-03-03,-12249.853629811509,-21944.855928310037
2014-03-04,-12249.853629811509,-21944.855928310037
2014-03-05,-12249.853629811509,-21944.855928310037
2014-03-06,-12249.853629811509,-21944.855928310037
2014-03-07,-12249.853629811509,-21944.855928310037
2014-03-10,-12249.853629811509,-21944.855928310037
2014-03-11,-12249.853629811509,-21944.855928310037
2014-03-12,-12249.853629811509,-21944.855928310037
2014-03-13,-12249.853629811509,-21944.855928310037
2014-03-14,-12249.853629811509,-21944.855928310037
2014-03-17,-12249.853629811509,-21944.855928310037
2014-03-18,-12249.853629811509,-21944.855928310037
2014-03-19,-12297.787658660465,-21944.855928310037
2014-03-20,-12297.787658660465,-21944.855928310037
2014-03-21,-12297.787658660465,-21944.855928310037
2014-03-24,-12297.787658660465,-21944.855928310037
2014-03-25,-12297.787658660465,-21944.855928310037
2014-03-26,-12297.787658660465,-21944.855928310037
2014-03-27,-12297.787658660465,-21944.855928310037
2014-03-28,-12297.787658660465,-21944.855928310037
2014-03-31,-12297.787658660465,-21944.855928310037
2014-04-01,-12297.787658660465,-21944.855928310037
2014-04-02,-12297.787658660465,-21944.855928310037
2014-04-03,-12297.787658660465,-21944.855928310037
2014-04-04,-12297.787658660465,-21944.855928310037
2014-04-07,-12297.787658660465,-21944.855928310037
2014-04-08,-12297.787658660465,-21944.855928310037
2014-04-09,-12297.787658660465,-21944.855928310037
2014-04-10,-12426.03716323106,-21944.855928310037
2014-04-11,-12426.03716323106,-21944.855928310037
2014-04-14,-11060.973633868798,-17583.664682472187
2014-04-15,-11060.973633868798,-17583.664682472187
2014-04-16,-11060.973633868798,-17583.664682472187
2014-04-17,-11060.973633868798,-17583.664682472187
2014-04-21,-11060.973633868798,-17583.664682472187
2014-04-22,-11060.973633868798,-17583.664682472187
2014-04-23,-11060.973633868798,-17583.664682472187
2014-04-24,-11060.973633868798,-17583.664682472187
2014-04-25,-11060.973633868798,-17583.664682472187
2014-04-28,-11060.973633868798,-17583.664682472187
2014-04-29,-11060.973633868798,-17583.664682472187
2014-04-30,-11060.973633868798,-17583.664682472187
2014-05-01,-11060.973633868798,-17583.664682472187
2014-05-02,-11060.973633868798,-17583.664682472187
2014-05-05,-11060.973633868798,-17583.664682472187
2014-05-06,-11060.973633868798,-17583.664682472187
2014-05-07,-11060.973633868798,-17583.664682472187
2014-05-08,-11060.973633868798,-17583.664682472187
2014-05-09,-11060.973633868798,-17583.664682472187
2014-05-12,-11060.973633868798,-17583.664682472187
2014-05-13,-11060.973633868798,-17583.664682472187
2014-05-14,-11060.973633868798,-17583.664682472187
2014-05-15,-11060.973633868798,-17583.664682472187
2014-05-16,-11060.973633868798,-17583.664682472187
2014-05-19,-11060.973633868798,-17583.664682472187
2014-05-20,-11060.973633868798,-17583.664682472187
2014-05-21,-11060.973633868798,-17583.664682472187
2014-05-22,-10922.084146609675,-17583.664682472187
2014-05-23,-10922.084146609675,-17583.664682472187
2014-05-27,-10922.084146609675,-17583.664682472187
2014-05-28,-10922.084146609675,-17583.664682472187
2014-05-29,-10922.084146609675,-17583.664682472187
2014-05-30,-10922.084146609675,-17583.664682472187
2014-06-02,-10524.72325985015,-16953.349744079995
2014-06-03,-10524.72325985015,-16953.349744079995
2014-06-04,-10524.72325985015,-16953.349744079995
2014-06-05,-10524.72325985015,-16953.349744079995
2014-06-06,-10524.72325985015,-16953.349744079995
2014-06-09,-10524.72325985015,-16953.349744079995
2014-06-10,-10524.72325985015,-16953.349744079995
2014-06-11,-10524.72325985015,-16953.349744079995
2014-06-12,-10509.876310782874,-16953.349744079995
2014-06-13,-10509.876310782874,-16953.349744079995
2014-06-16,-10509.876310782874,-16953.349744079995
2014-06-17,-10509.876310782874,-16953.349744079995
2014-06-18,-10509.876310782874,-16953.349744079995
2014-06-19,-10089.792080096555,-16018.06263002126
2014-06-20,-8508.734318886258,-10092.192193524099
2014-06-23,-8508.734318886258,-10092.192193524099
2014-06-24,-8417.458280461693,-10092.192193524099
2014-06-25,-8417.458280461693,-10092.192193524099
2014-06-26,-8417.458280461693,-10092.192193524099
2014-06-27,-8417.458280461693,-10092.192193524099
2014-06-30,-8417.458280461693,-10092.192193524099
2014-07-01,-8417.458280461693,-10092.192193524099
2014-07-02,-8417.458280461693,-10092.192193524099
2014-07-03,-8417.458280461693,-10092.192193524099
2014-07-07,-8417.458280461693,-10092.192193524099
2014-07-08,-8417.458280461693,-10092.192193524099
2014-07-09,-8417.458280461693,-10092.192193524099
2014-07-10,-8417.458280461693,-10092.192193524099
2014-07-11,-8417.458280461693,-10092.192193524099
2014-07-14,-8417.458280461693,-10092.192193524099
2014-07-15,-8417.458280461693,-10092.192193524099
2014-07-16,-8417.458280461693,-10092.192193524099
2014-07-17,-8417.458280461693,-10092.192193524099
2014-07-18,-8417.458280461693,-10092.192193524099
2014-07-21,-8417.458280461693,-10092.192193524099
2014-07-22,-8417.458280461693,-10092.192193524099
2014-07-23,-8417.458280461693,-10092.192193524099
2014-07-24,-8316.487701290078,-10092.192193524099
2014-07-25,-8316.487701290078,-10092.192193524099
2014-07-28,-8316.487701290078,-10092.192193524099
2014-07-29,-8316.487701290078,-10092.192193524099
2014-07-30,-8316.487701290078,-10092.192193524099
2014-07-31,-8914.374133617299,-11687.877836183683
2014-08-01,-8914.374133617299,-11687.877836183683
2014-08-04,-8914.374133617299,-11687.877836183683
2014-08-05,-8914.374133617299,-11687.877836183683
2014-08-06,-8914.374133617299,-11687.877836183683
2014-08-07,-8914.374133617299,-11687.877836183683
2014-08-08,-8914.374133617299,-11687.877836183683
2014-08-11,-8914.374133617299,-11687.877836183683
2014-08-12,-8914.374133617299,-11687.877836183683
2014-08-13,-8914.374133617299,-11687.877836183683
2014-08-14,-8914.374133617299,-11687.877836183683
2014-08-15,-8754.830342656333,-11687.877836183683
2014-08-18,-8754.830342656333,-11687.877836183683
2014-08-19,-8748.416825574825,-11687.877836183683
2014-08-20,-8748.416825574825,-11687.877836183683
2014-08-21,-8709.093706561865,-11687.877836183683
2014-08-22,-8709.093706561865,-11687.877836183683
2014-08-25,-8709.093706561865,-11687.877836183683
2014-08-26,-8709.093706561865,-11687.877836183683
2014-08-27,-8709.093706561865,-11687.877836183683
2014-08-28,-8709.093706561865,-11687.877836183683
2014-08-29,-8709.093706561865,-11687.877836183683
2014-09-02,-8783.835276930748,-11687.877836183683
2014-09-03,-8783.835276930748,-11687.877836183683
2014-09-04,-8783.835276930748,-11687.877836183683
2014-09-05,-8783.835276930748,-11687.877836183683
2014-09-08,-8783.835276930748,-11687.877836183683
2014-09-09,-8783.835276930748,-11687.877836183683
2014-09-10,-8783.835276930748,-11687.877836183683
2014-09-11,-8783.835276930748,-11687.877836183683
2014-09-12,-8854.995432265645,-11687.877836183683
2014-09-15,-8854.995432265645,-11687.877836183683
2014-09-16,-8854.995432265645,-11687.877836183683
2014-09-17,-8854.995432265645,-11687.877836183683
2014-09-18,-8854.995432265645,-11687.877836183683
2014-09-19,-8854.995432265645,-11687.877836183683
2014-09-22,-8786.095184007158,-11687.877836183683
2014-09-23,-8786.095184007158,-11687.877836183683
2014-09-24,-8786.095184007158,-11687.877836183683
2014-09-25,-8786.30065301431,-11687.877836183683
2014-09-26,-8786.30065301431,-11687.877836183683
2014-09-29,-8786.30065301431,-11687.877836183683
2014-09-30,-8786.30065301431,-11687.877836183683
2014-10-01,-8786.30065301431,-11687.877836183683
2014-10-02,-8786.30065301431,-11687.877836183683
2014-10-03,-8786.30065301431,-11687.877836183683
2014-10-06,-8786.30065301431,-11687.877836183683
2014-10-07,-8786.30065301431,-11687.877836183683
2014-10-08,-8719.951364439123,-11687.877836183683
2014-10-09,-9221.137069701106,-12687.09108957782
2014-10-10,-9221.137069701106,-12687.09108957782
2014-10-13,-9287.28671260559,-12687.09108957782
2014-10-14,-9287.28671260559,-12687.09108957782
2014-10-15,-9287.28671260559,-12687.09108957782
2014-10-16,-9287.28671260559,-12687.09108957782
2014-10-17,-9287.28671260559,-12687.09108957782
2014-10-20,-9287.28671260559,-12687.09108957782
2014-10-21,-9287.28671260559,-12687.09108957782
2014-10-22,-9287.28671260559,-12687.09108957782
2014-10-23,-9287.28671260559,-12687.09108957782
2014-10-24,-9287.28671260559,-12687.09108957782
2014-10-27,-9287.28671260559,-12687.09108957782
2014-10-28,-9287.28671260559,-12687.09108957782
2014-10-29,-9287.28671260559,-12687.09108957782
2014-10-30,-9287.28671260559,-12687.09108957782
2014-10-31,-9287.28671260559,-12687.09108957782
2014-11-03,-9287.28671260559,-12687.09108957782
2014-11-04,-9287.28671260559,-12687.09108957782
2014-11-05,-9287.28671260559,-12687.09108957782
2014-11-06,-9287.28671260559,-12687.09108957782
2014-11-07,-9258.340070386623,-12687.09108957782
2014-11-10,-9258.340070386623,-12687.09108957782
2014-11-11,-9258.340070386623,-12687.09108957782
2014-11-12,-9258.340070386623,-12687.09108957782
2014-11-13,-9258.340070386623,-12687.09108957782
2014-11-14,-9258.340070386623,-12687.09108957782
2014-11-17,-9258.340070386623,-12687.09108957782
2014-11-18,-9258.340070386623,-12687.09108957782
2014-11-19,-9258.340070386623,-12687.09108957782
2014-11-20,-9005.467752431945,-12687.09108957782
2014-11-21,-9005.467752431945,-12687.09108957782
2014-11-24,-9005.467752431945,-12687.09108957782
2014-11-25,-9005.467752431945,-12687.09108957782
2014-11-26,-9005.467752431945,-12687.09108957782
2014-11-28,-9005.467752431945,-12687.09108957782
2014-12-01,-9005.467752431945,-12687.09108957782
2014-12-02,-8921.571642572088,-12687.09108957782
2014-12-03,-8921.571642572088,-12687.09108957782
2014-12-04,-8921.571642572088,-12687.09108957782
2014-12-05,-8921.571642572088,-12687.09108957782
2014-12-08,-8921.571642572088,-12687.09108957782
2014-12-09,-8921.571642572088,-12687.09108957782
2014-12-10,-9061.54472173817,-12687.09108957782
2014-12-11,-8788.752623690429,-12687.09108957782
2014-12-12,-8820.771168409889,-12687.09108957782
2014-12-15,-8988.589757388867,-12687.09108957782
2014-12-16,-8988.589757388867,-12687.09108957782
2014-12-17,-8988.589757388867,-12687.09108957782
2014-12-18,-8988.589757388867,-12687.09108957782
2014-12-19,-8988.589757388867,-12687.09108957782
2014-12-22,-8988.589757388867,-12687.09108957782
2014-12-23,-8988.589757388867,-12687.09108957782
2014-12-24,-8988.589757388867,-12687.09108957782
2014-12-26,-8988.589757388867,-12687.09108957782
2014-12-29,-8988.589757388867,-12687.09108957782
2014-12-30,-8988.589757388867,-12687.09108957782
2014-12-31,-9084.7494929637,-12687.09108957782
2015-01-02,-9084.7494929637,-12687.09108957782
2015-01-05,-9084.7494929637,-12687.09108957782
2015-01-06,-9084.7494929637,-12687.09108957782
2015-01-07,-9084.7494929637,-12687.09108957782
2015-01-08,-9084.7494929637,-12687.09108957782
2015-01-09,-9084.7494929637,-12687.09108957782
2015-01-12,-9084.7494929637,-12687.09108957782
2015-01-13,-9084.7494929637,-12687.09108957782
2015-01-14,-9084.7494929637,-12687.09108957782
2015-01-15,-9084.7494929637,-12687.09108957782
2015-01-16,-9084.7494929637,-12687.09108957782
2015-01-20,-9084.7494929637,-12687.09108957782
2015-01-21,-9084.7494929637,-12687.09108957782
2015-01-22,-9084.7494929637,-12687.09108957782
2015-01-23,-9084.7494929637,-12687.09108957782
2015-01-26,-8751.349325472533,-12319.06983304397
2015-01-27,-8751.349325472533,-12319.06983304397
2015-01-28,-8751.349325472533,-12319.06983304397
2015-01-29,-8751.349325472533,-12319.06983304397
2015-01-30,-8751.349325472533,-12319.06983304397
2015-02-02,-8751.349325472533,-12319.06983304397
